"family","tribe","tips","sociality"
"Colletidae","","Nesocolletes_fulvescens","solitary"
"Colletidae","","Nesocolletes_paahaumaa","solitary"
"Colletidae","","Leioproctus_platycephalus","solitary"
"Colletidae","","Leioproctus_ignicolor","solitary"
"Colletidae","","Phenacolletes_mimus","solitary"
"Colletidae","","Halictanthrena_malpighiacearum","solitary"
"Colletidae","","Leioproctus_minimus","solitary"
"Colletidae","","Lonchopria_cingulata","solitary"
"Colletidae","","Lonchopria_robertsi","solitary"
"Colletidae","","Lonchopria_similis","solitary"
"Colletidae","","Lonchopria_zonalis","solitary"
"Colletidae","","Lonchopria_larejae","solitary"
"Colletidae","","Trichocolletes_venustus","solitary"
"Colletidae","","Trichocolletes_macrognathus","solitary"
"Colletidae","","Trichocolletes_avialis","solitary"
"Colletidae","","Trichocolletes_rufibasis","solitary"
"Colletidae","","Trichocolletes_brunilabrum","solitary"
"Colletidae","","Trichocolletes_maximus","solitary"
"Colletidae","","Trichocolletes_orientalis","solitary"
"Colletidae","","Trichocolletes_centralis","solitary"
"Colletidae","","Trichocolletes_nitens","solitary"
"Colletidae","","Trichocolletes_platyprosopis","solitary"
"Colletidae","","Trichocolletes_albigenae","solitary"
"Colletidae","","Trichocolletes_multipectinatus","solitary"
"Colletidae","","Anthoglossa_frederici","solitary"
"Colletidae","","Anthoglossa_robusta","solitary"
"Colletidae","","Cadeguala_albopilosa","solitary"
"Colletidae","","Cadeguala_occidentalis","solitary"
"Colletidae","","Cadegualina_andina","solitary"
"Colletidae","","Diphaglossa_gayi","solitary"
"Colletidae","","Caupolicana_bicolor","solitary"
"Colletidae","","Caupolicana_vestita","solitary"
"Colletidae","","Caupolicana_dimidiata","solitary"
"Colletidae","","Caupolicana_albiventris","solitary"
"Colletidae","","Caupolicana_fulvicollis","solitary"
"Colletidae","","Caupolicana_gayi","solitary"
"Colletidae","","Caupolicana_yarrowi","solitary"
"Colletidae","","Willinkapis_chalybaea","solitary"
"Colletidae","","Ptiloglossa_tarsata","solitary"
"Colletidae","","Ptiloglossa_hoplopoda","solitary"
"Colletidae","","Ptiloglossa_thoracica","solitary"
"Colletidae","","Zikanapis_clypeata","solitary"
"Colletidae","","Caupolicana_quadrifasciata","solitary"
"Colletidae","","Caupolicana_pubescens","solitary"
"Colletidae","","Mydrosoma_aterrimum","solitary"
"Colletidae","","Ptiloglossidia_fallax","solitary"
"Colletidae","","Mydrosomella_gaullei","solitary"
"Colletidae","","Paracolletes_crassipes","solitary"
"Stenotritidae","","Ctenocolletes_nigricans","solitary"
"Stenotritidae","","Stenotritus_elegans","solitary"
"Stenotritidae","","Ctenocolletes_rufescens","solitary"
"Stenotritidae","","Ctenocolletes_smaragdinus","solitary"
"Stenotritidae","","Ctenocolletes_albomarginatus","solitary"
"Stenotritidae","","Ctenocolletes_tigris","solitary"
"Halicitidae","","Dufourea_mulleri","solitary"
"Halicitidae","","Dufourea_trochantera","solitary"
"Halicitidae","","Dufourea_malacothricis","solitary"
"Halicitidae","","Dufourea_spilura","solitary"
"Halicitidae","","Dufourea_dilatipes","solitary"
"Halicitidae","","Dufourea_maura","solitary"
"Halicitidae","","Dufourea_holocyanea","solitary"
"Halicitidae","","Dufourea_marginata","solitary"
"Halicitidae","","Dufourea_novaeangliae","solitary"
"Halicitidae","","Dufourea_monardae","solitary"
"Halicitidae","","Dufourea_harveyi","solitary"
"Halicitidae","","Dufourea_spinifera","solitary"
"Halicitidae","","Dufourea_dentiventris","solitary"
"Halicitidae","","Dufourea_inermis","solitary"
"Halicitidae","","Dufourea_paradoxa","solitary"
"Halicitidae","","Dufourea_halictula","solitary"
"Halicitidae","","Rophites_canus","solitary"
"Halicitidae","","Rophites_hartmanni","solitary"
"Halicitidae","","Dufourea_alpina","solitary"
"Halicitidae","","Dufourea_minuta","solitary"
"Halicitidae","","Systropha_curvicornis","solitary"
"Halicitidae","","Systropha_planidens","solitary"
"Halicitidae","","Systropha_grandimargo","solitary"
"Halicitidae","","Systropha_glabriventris","solitary"
"Halicitidae","","Systropha_maroccana","solitary"
"Halicitidae","","Systropha_pici","solitary"
"Halicitidae","","Rophites_algirus","solitary"
"Halicitidae","","Rophites_quinquespinosus","solitary"
"Halicitidae","","Sphecodosoma_beameri","solitary"
"Halicitidae","","Sphecodosoma_pratti","solitary"
"Halicitidae","","Goeletapis_peruensis","solitary"
"Halicitidae","","Penapis_penai","solitary"
"Halicitidae","","Penapis_toroi","solitary"
"Halicitidae","","Penapis_larraini","solitary"
"Halicitidae","","Conanthalictus_conanthi","solitary"
"Halicitidae","","Conanthalictus_wilmattae","solitary"
"Halicitidae","","Protodufourea_parca","solitary"
"Halicitidae","","Xeralictus_bicuspidariae","solitary"
"Halicitidae","","Xeralictus_timberlakei","solitary"
"Halicitidae","Halictini","Halictus_quadricinctus","solitary"
"Halicitidae","Halictini","Halictus_ligatus","social"
"Halicitidae","Halictini","Halictus_poeyi","social"
"Halicitidae","Halictini","Halictus_farinosus","social"
"Halicitidae","Halictini","Halictus_parallelus","social"
"Halicitidae","Halictini","Halictus_rubicundus","social"
"Halicitidae","Halictini","Halictus_crenicornis","social"
"Halicitidae","Halictini","Halictus_simplex","social"
"Halicitidae","Halictini","Halictus_maculatus","social"
"Halicitidae","Halictini","Halictus_fulvipes","social"
"Halicitidae","Halictini","Halictus_scabiosae","social"
"Halicitidae","Halictini","Halictus_smaragdulus","social"
"Halicitidae","Halictini","Halictus_gemmeus","social"
"Halicitidae","Halictini","Halictus_kessleri","social"
"Halicitidae","Halictini","Halictus_subauratus","social"
"Halicitidae","Halictini","Halictus_vicinus","social"
"Halicitidae","Halictini","Halictus_pollinosus","solitary"
"Halicitidae","Halictini","Halictus_vestitus","solitary"
"Halicitidae","Halictini","Halictus_tripartitus","social"
"Halicitidae","Halictini","Thrincohalictus_prognathus","solitary"
"Halicitidae","Halictini","Lasioglossum_xanthopus","social"
"Halicitidae","Halictini","Lasioglossum_sexnotatum","social"
"Halicitidae","Halictini","Lasioglossum_lativentre","social"
"Halicitidae","Halictini","Lasioglossum_quadrinotatum","social"
"Halicitidae","Halictini","Lasioglossum_proximatum","social"
"Halicitidae","Halictini","Lasioglossum_sisymbrii","solitary"
"Halicitidae","Halictini","Lasioglossum_pacificum","social"
"Halicitidae","Halictini","Lasioglossum_titusi","solitary"
"Halicitidae","Halictini","Lasioglossum_pavonotum","solitary"
"Halicitidae","Halictini","Lasioglossum_fulvitarse","social"
"Halicitidae","Halictini","Lasioglossum_sexnotatulum","social"
"Halicitidae","Halictini","Lasioglossum_breviventre","social"
"Halicitidae","Halictini","Lasioglossum_subfasciatum","social"
"Halicitidae","Halictini","Lasioglossum_pallens","social"
"Halicitidae","Halictini","Lasioglossum_quadrinotatiforme","social"
"Halicitidae","Halictini","Lasioglossum_primavera","social"
"Halicitidae","Halictini","Lasioglossum_costulatum","social"
"Halicitidae","Halictini","Lasioglossum_athabascense","solitary"
"Halicitidae","Halictini","Lasioglossum_anhypops","social"
"Halicitidae","Halictini","Lasioglossum_mellipes","social"
"Halicitidae","Halictini","Lasioglossum_trizonatum","social"
"Halicitidae","Halictini","Lasioglossum_egregium","social"
"Halicitidae","Halictini","Lasioglossum_coriaceum","social"
"Halicitidae","Halictini","Lasioglossum_acuminatum","social"
"Halicitidae","Halictini","Lasioglossum_morrilli","social"
"Halicitidae","Halictini","Lasioglossum_paraforbesii","social"
"Halicitidae","Halictini","Lasioglossum_desertum","social"
"Halicitidae","Halictini","Lasioglossum_manitouellum","social"
"Halicitidae","Halictini","Lasioglossum_acarophilum","social"
"Halicitidae","Halictini","Lasioglossum_asaphes","social"
"Halicitidae","Halictini","Lasioglossum_tricnicos","social"
"Halicitidae","Halictini","Lasioglossum_transvorsum","social"
"Halicitidae","Halictini","Lasioglossum_fuscipenne","solitary"
"Halicitidae","Halictini","Lasioglossum_laevigatum","social"
"Halicitidae","Halictini","Lasioglossum_aethiopicum","social"
"Halicitidae","Halictini","Lasioglossum_nicolli","social"
"Halicitidae","Halictini","Lasioglossum_kumejimense","social"
"Halicitidae","Halictini","Lasioglossum_flindersi","social"
"Halicitidae","Halictini","Lasioglossum_dampieri","social"
"Halicitidae","Halictini","Lasioglossum_zingowli","social"
"Halicitidae","Halictini","Lasioglossum_flammeum","social"
"Halicitidae","Halictini","Lasioglossum_subsphecodes","social"
"Halicitidae","Halictini","Lasioglossum_holochlorum","social"
"Halicitidae","Halictini","Lasioglossum_urbanum","social"
"Halicitidae","Halictini","Lasioglossum_micheneri","social"
"Halicitidae","Halictini","Lasioglossum_achrostum","social"
"Halicitidae","Halictini","Lasioglossum_ostridorsum","social"
"Halicitidae","Halictini","Lasioglossum_taveuniense","social"
"Halicitidae","Halictini","Lasioglossum_nadarivatuense","social"
"Halicitidae","Halictini","Lasioglossum_terminale","social"
"Halicitidae","Halictini","Lasioglossum_tuiwawae","social"
"Halicitidae","Halictini","Lasioglossum_atritergum","social"
"Halicitidae","Halictini","Lasioglossum_kaicolo","social"
"Halicitidae","Halictini","Lasioglossum_concavum","social"
"Halicitidae","Halictini","Lasioglossum_fijiense","social"
"Halicitidae","Halictini","Lasioglossum_versifrons","social"
"Halicitidae","Halictini","Lasioglossum_groomi","social"
"Halicitidae","Halictini","Lasioglossum_hadrandrum","social"
"Halicitidae","Halictini","Lasioglossum_epiense","social"
"Halicitidae","Halictini","Lasioglossum_tannaense","social"
"Halicitidae","Halictini","Lasioglossum_wilsoni","social"
"Halicitidae","Halictini","Lasioglossum_megastigmum","social"
"Halicitidae","Halictini","Lasioglossum_punctatum","solitary"
"Halicitidae","Halictini","Lasioglossum_sphecodoides","social"
"Halicitidae","Halictini","Lasioglossum_pachyacanthum","social"
"Halicitidae","Halictini","Lasioglossum_albescens","social"
"Halicitidae","Halictini","Lasioglossum_serenum","social"
"Halicitidae","Halictini","Lasioglossum_callomelittinum","social"
"Halicitidae","Halictini","Lasioglossum_excultum","social"
"Halicitidae","Halictini","Lasioglossum_hybodinum","social"
"Halicitidae","Halictini","Lasioglossum_dissimulator","social"
"Halicitidae","Halictini","Lasioglossum_lithuscum","solitary"
"Halicitidae","Halictini","Lasioglossum_peraustrale","social"
"Halicitidae","Halictini","Lasioglossum_plorator","social"
"Halicitidae","Halictini","Lasioglossum_rufulipes","social"
"Halicitidae","Halictini","Lasioglossum_albocinctum","social"
"Halicitidae","Halictini","Lasioglossum_discum","social"
"Halicitidae","Halictini","Lasioglossum_callizonium","social"
"Halicitidae","Halictini","Lasioglossum_leucozonium","social"
"Halicitidae","Halictini","Lasioglossum_kansuense","social"
"Halicitidae","Halictini","Lasioglossum_dynastes","social"
"Halicitidae","Halictini","Lasioglossum_occidens","social"
"Halicitidae","Halictini","Lasioglossum_upinense","social"
"Halicitidae","Halictini","Lasioglossum_majus","social"
"Halicitidae","Halictini","Lasioglossum_mutilum","social"
"Halicitidae","Halictini","Lasioglossum_scitulum","solitary"
"Halicitidae","Halictini","Lasioglossum_zonulum","social"
"Halicitidae","Halictini","Lasioglossum_albopilosum","social"
"Halicitidae","Halictini","Lasioglossum_platycephalum","social"
"Halicitidae","Halictini","Lasioglossum_brunnesetum","social"
"Halicitidae","Halictini","Lasioglossum_plebeium","social"
"Halicitidae","Halictini","Lasioglossum_athrix","social"
"Halicitidae","Halictini","Lasioglossum_brazieri","social"
"Halicitidae","Halictini","Lasioglossum_repraesentans","social"
"Halicitidae","Halictini","Lasioglossum_seductum","social"
"Halicitidae","Halictini","Lasioglossum_littleri","social"
"Halicitidae","Halictini","Lasioglossum_conspicuum","social"
"Halicitidae","Halictini","Lasioglossum_gilesi","social"
"Halicitidae","Halictini","Lasioglossum_speculatum","social"
"Halicitidae","Halictini","Lasioglossum_mediopolitum","social"
"Halicitidae","Halictini","Lasioglossum_bicingulatum","social"
"Halicitidae","Halictini","Lasioglossum_tamburinei","social"
"Halicitidae","Halictini","Lasioglossum_mirandum","social"
"Halicitidae","Halictini","Lasioglossum_parasphecodum","social"
"Halicitidae","Halictini","Lasioglossum_bucculum","social"
"Halicitidae","Halictini","Lasioglossum_cognatum","social"
"Halicitidae","Halictini","Lasioglossum_baudini","social"
"Halicitidae","Halictini","Lasioglossum_opacicolle","social"
"Halicitidae","Halictini","Lasioglossum_bicolor","social"
"Halicitidae","Halictini","Lasioglossum_convexum","social"
"Halicitidae","Halictini","Lasioglossum_expansifrons","social"
"Halicitidae","Halictini","Lasioglossum_willsi","social"
"Halicitidae","Halictini","Lasioglossum_chapmani","social"
"Halicitidae","Halictini","Lasioglossum_ebeneum","social"
"Halicitidae","Halictini","Lasioglossum_demicapillum","social"
"Halicitidae","Halictini","Lasioglossum_humei","social"
"Halicitidae","Halictini","Lasioglossum_obscurissimum","social"
"Halicitidae","Halictini","Lasioglossum_erythrurum","social"
"Halicitidae","Halictini","Lasioglossum_hemichalceum","social"
"Halicitidae","Halictini","Lasioglossum_mundulum","social"
"Halicitidae","Halictini","Lasioglossum_fasciatum","social"
"Halicitidae","Halictini","Lasioglossum_quadratum","social"
"Halicitidae","Halictini","Lasioglossum_sororculum","social"
"Halicitidae","Halictini","Lasioglossum_florale","social"
"Halicitidae","Halictini","Lasioglossum_veronicae","social"
"Halicitidae","Halictini","Lasioglossum_greavesi","social"
"Halicitidae","Halictini","Lasioglossum_soror","social"
"Halicitidae","Halictini","Lasioglossum_immaculatum","social"
"Halicitidae","Halictini","Lasioglossum_vitripenne","social"
"Halicitidae","Halictini","Lasioglossum_ochroma","social"
"Halicitidae","Halictini","Lasioglossum_globosum","social"
"Halicitidae","Halictini","Lasioglossum_gynochilum","social"
"Halicitidae","Halictini","Lasioglossum_tridens","social"
"Halicitidae","Halictini","Lasioglossum_calophyllae","social"
"Halicitidae","Halictini","Lasioglossum_supralucens","social"
"Halicitidae","Halictini","Lasioglossum_castor","social"
"Halicitidae","Halictini","Lasioglossum_pulvitectum","social"
"Halicitidae","Halictini","Lasioglossum_helichrysi","social"
"Halicitidae","Halictini","Lasioglossum_clelandi","social"
"Halicitidae","Halictini","Lasioglossum_orbatum","social"
"Halicitidae","Halictini","Lasioglossum_lanarium","social"
"Halicitidae","Halictini","Lasioglossum_platychilum","social"
"Halicitidae","Halictini","Lasioglossum_whiteanum","social"
"Halicitidae","Halictini","Lasioglossum_altichum","social"
"Halicitidae","Halictini","Lasioglossum_imitator","social"
"Halicitidae","Halictini","Lasioglossum_sulthicum","social"
"Halicitidae","Halictini","Lasioglossum_lacthium","social"
"Halicitidae","Halictini","Lasioglossum_hiltacum","social"
"Halicitidae","Halictini","Lasioglossum_subrussatum","social"
"Halicitidae","Halictini","Lasioglossum_olgae","social"
"Halicitidae","Halictini","Lasioglossum_duplex","social"
"Halicitidae","Halictini","Lasioglossum_euboeense","social"
"Halicitidae","Halictini","Lasioglossum_nigripes","social"
"Halicitidae","Halictini","Lasioglossum_apristum","social"
"Halicitidae","Halictini","Lasioglossum_hoffmanni","social"
"Halicitidae","Halictini","Lasioglossum_laticeps","social"
"Halicitidae","Halictini","Lasioglossum_mediterraneum","social"
"Halicitidae","Halictini","Lasioglossum_immunitum","social"
"Halicitidae","Halictini","Lasioglossum_algericolellum","social"
"Halicitidae","Halictini","Lasioglossum_malachurum","social"
"Halicitidae","Halictini","Lasioglossum_subhirtum","social"
"Halicitidae","Halictini","Lasioglossum_articulare","social"
"Halicitidae","Halictini","Lasioglossum_lineare","social"
"Halicitidae","Halictini","Lasioglossum_sibiriacum","social"
"Halicitidae","Halictini","Lasioglossum_nigrum","social"
"Halicitidae","Halictini","Lasioglossum_quebecense","solitary"
"Halicitidae","Halictini","Lasioglossum_vulsum","social"
"Halicitidae","Halictini","Lasioglossum_fulvicorne","solitary"
"Halicitidae","Halictini","Lasioglossum_baleicum","social"
"Halicitidae","Halictini","Lasioglossum_fratellum","social"
"Halicitidae","Halictini","Lasioglossum_subfulvicorne","social"
"Halicitidae","Halictini","Lasioglossum_nupricola","social"
"Halicitidae","Halictini","Lasioglossum_seillean","social"
"Halicitidae","Halictini","Lasioglossum_subtropicum","social"
"Halicitidae","Halictini","Lasioglossum_noctivagum","solitary"
"Halicitidae","Halictini","Lasioglossum_oenotherae","solitary"
"Halicitidae","Halictini","Lasioglossum_lusorium","social"
"Halicitidae","Halictini","Lasioglossum_pauxillum","social"
"Halicitidae","Halictini","Lasioglossum_truncatum","social"
"Halicitidae","Halictini","Lasioglossum_cooleyi","social"
"Halicitidae","Halictini","Lasioglossum_granosum","social"
"Halicitidae","Halictini","Lasioglossum_occultum","social"
"Halicitidae","Halictini","Lasioglossum_avalonense","social"
"Halicitidae","Halictini","Lasioglossum_tricinctum","social"
"Halicitidae","Halictini","Lasioglossum_alphenum","solitary"
"Halicitidae","Halictini","Lasioglossum_sordidum","social"
"Halicitidae","Halictini","Lasioglossum_kiautschouense","social"
"Halicitidae","Halictini","Lasioglossum_pleurospeculum","social"
"Halicitidae","Halictini","Lasioglossum_sabulosum","social"
"Halicitidae","Halictini","Lasioglossum_taeniolellum","social"
"Halicitidae","Halictini","Lasioglossum_speculinum","social"
"Halicitidae","Halictini","Lasioglossum_spectrum","social"
"Halicitidae","Halictini","Lasioglossum_sexstrigatum","social"
"Halicitidae","Halictini","Lasioglossum_ohei","social"
"Halicitidae","Halictini","Lasioglossum_bluethgeni","social"
"Halicitidae","Halictini","Lasioglossum_japonicum","social"
"Halicitidae","Halictini","Lasioglossum_lustrans","solitary"
"Halicitidae","Halictini","Lasioglossum_glabriventre","social"
"Halicitidae","Halictini","Lasioglossum_fedorense","social"
"Halicitidae","Halictini","Lasioglossum_sopinci","social"
"Halicitidae","Halictini","Lasioglossum_swenki","social"
"Halicitidae","Halictini","Lasioglossum_rufopanticis","social"
"Halicitidae","Halictini","Lasioglossum_subobscurum","social"
"Halicitidae","Halictini","Lasioglossum_pectorale","solitary"
"Halicitidae","Halictini","Lasioglossum_pectoraloides","social"
"Halicitidae","Halictini","Lasioglossum_kincaidii","social"
"Halicitidae","Halictini","Lasioglossum_nelumbonis","social"
"Halicitidae","Halictini","Lasioglossum_robertsoni","social"
"Halicitidae","Halictini","Lasioglossum_crassepunctatum","social"
"Halicitidae","Halictini","Lasioglossum_brevicorne","social"
"Halicitidae","Halictini","Lasioglossum_limbellum","social"
"Halicitidae","Halictini","Lasioglossum_deceptum","social"
"Halicitidae","Halictini","Lasioglossum_ferinum","social"
"Halicitidae","Halictini","Lasioglossum_virens","social"
"Halicitidae","Halictini","Lasioglossum_aureolum","social"
"Halicitidae","Halictini","Lasioglossum_pectinatum","social"
"Halicitidae","Halictini","Lasioglossum_pseudopectorale","social"
"Halicitidae","Halictini","Lasioglossum_leptocephalum","social"
"Halicitidae","Halictini","Lasioglossum_pseudolittorale","social"
"Halicitidae","Halictini","Lasioglossum_littorale","social"
"Halicitidae","Halictini","Lasioglossum_birkmanni","social"
"Halicitidae","Halictini","Lasioglossum_divergens","social"
"Halicitidae","Halictini","Lasioglossum_macoupinense","social"
"Halicitidae","Halictini","Lasioglossum_ovaliceps","social"
"Halicitidae","Halictini","Lasioglossum_quadrinotatulum","social"
"Halicitidae","Halictini","Lasioglossum_pauperatum","social"
"Halicitidae","Halictini","Lasioglossum_grisellinum","social"
"Halicitidae","Halictini","Lasioglossum_lucidulum","social"
"Halicitidae","Halictini","Lasioglossum_semilucens","social"
"Halicitidae","Halictini","Lasioglossum_minutissimum","social"
"Halicitidae","Halictini","Lasioglossum_angusticeps","social"
"Halicitidae","Halictini","Lasioglossum_intermedium","social"
"Halicitidae","Halictini","Lasioglossum_musculoides","social"
"Halicitidae","Halictini","Lasioglossum_clypeare","social"
"Halicitidae","Halictini","Lasioglossum_griseolum","social"
"Halicitidae","Halictini","Lasioglossum_mesosclerum","social"
"Halicitidae","Halictini","Lasioglossum_sphecodimorphum","social"
"Halicitidae","Halictini","Lasioglossum_buccale","social"
"Halicitidae","Halictini","Lasioglossum_convexiusculum","social"
"Halicitidae","Halictini","Lasioglossum_marginellum","social"
"Halicitidae","Halictini","Lasioglossum_glabriusculum","social"
"Halicitidae","Halictini","Lasioglossum_subaenescens","social"
"Halicitidae","Halictini","Lasioglossum_villosulum","solitary"
"Halicitidae","Halictini","Lasioglossum_berberum","social"
"Halicitidae","Halictini","Lasioglossum_medinai","social"
"Halicitidae","Halictini","Lasioglossum_pseudoplanulum","social"
"Halicitidae","Halictini","Lasioglossum_pygmaeum","social"
"Halicitidae","Halictini","Lasioglossum_puncticolle","solitary"
"Halicitidae","Halictini","Lasioglossum_punctatissimum","social"
"Halicitidae","Halictini","Lasioglossum_transitorium","social"
"Halicitidae","Halictini","Lasioglossum_dybowskii","social"
"Halicitidae","Halictini","Lasioglossum_truncaticolle","social"
"Halicitidae","Halictini","Lasioglossum_inconditum","social"
"Halicitidae","Halictini","Lasioglossum_allodalum","social"
"Halicitidae","Halictini","Lasioglossum_matianense","social"
"Halicitidae","Halictini","Lasioglossum_rufitarse","social"
"Halicitidae","Halictini","Lasioglossum_diatretum","social"
"Halicitidae","Halictini","Lasioglossum_foxii","social"
"Halicitidae","Halictini","Lasioglossum_pulveris","social"
"Halicitidae","Halictini","Lasioglossum_nitidiusculum","social"
"Halicitidae","Halictini","Lasioglossum_parvulum","social"
"Halicitidae","Halictini","Lasioglossum_miyabei","social"
"Halicitidae","Halictini","Lasioglossum_virideglaucum","social"
"Halicitidae","Halictini","Lasioglossum_anomalum","social"
"Halicitidae","Halictini","Lasioglossum_occidentale","social"
"Halicitidae","Halictini","Lasioglossum_arcanum","social"
"Halicitidae","Halictini","Lasioglossum_costaricense","social"
"Halicitidae","Halictini","Lasioglossum_rhodognathum","social"
"Halicitidae","Halictini","Lasioglossum_mesillense","social"
"Halicitidae","Halictini","Lasioglossum_gundlachii","social"
"Halicitidae","Halictini","Lasioglossum_lesseppsi","social"
"Halicitidae","Halictini","Lasioglossum_deceptor","social"
"Halicitidae","Halictini","Lasioglossum_umbripenne","social"
"Halicitidae","Halictini","Lasioglossum_exiguum","social"
"Halicitidae","Halictini","Lasioglossum_sublatens","social"
"Halicitidae","Halictini","Lasioglossum_incompletum","social"
"Halicitidae","Halictini","Lasioglossum_microlepoides","social"
"Halicitidae","Halictini","Lasioglossum_semibrunneum","social"
"Halicitidae","Halictini","Lasioglossum_arantium","social"
"Halicitidae","Halictini","Lasioglossum_miniatulum","social"
"Halicitidae","Halictini","Lasioglossum_ceanothi","social"
"Halicitidae","Halictini","Lasioglossum_pictum","social"
"Halicitidae","Halictini","Lasioglossum_foveolatum","social"
"Halicitidae","Halictini","Lasioglossum_nevadense","social"
"Halicitidae","Halictini","Lasioglossum_tarponense","social"
"Halicitidae","Halictini","Lasioglossum_brunneiventre","social"
"Halicitidae","Halictini","Lasioglossum_macroprosopum","social"
"Halicitidae","Halictini","Lasioglossum_obnubilum","social"
"Halicitidae","Halictini","Lasioglossum_impavidum","social"
"Halicitidae","Halictini","Lasioglossum_ellisiae","solitary"
"Halicitidae","Halictini","Lasioglossum_imbrex","social"
"Halicitidae","Halictini","Lasioglossum_parvum","social"
"Halicitidae","Halictini","Lasioglossum_tegulare","social"
"Halicitidae","Halictini","Lasioglossum_coactum","social"
"Halicitidae","Halictini","Lasioglossum_puteulanum","social"
"Halicitidae","Halictini","Lasioglossum_perparvum","social"
"Halicitidae","Halictini","Lasioglossum_carlinvillense","social"
"Halicitidae","Halictini","Lasioglossum_pseudotegulare","social"
"Halicitidae","Halictini","Lasioglossum_surianae","social"
"Halicitidae","Halictini","Lasioglossum_lepidii","social"
"Halicitidae","Halictini","Lasioglossum_fernandezis","social"
"Halicitidae","Halictini","Lasioglossum_stictaspis","social"
"Halicitidae","Halictini","Lasioglossum_enatum","social"
"Halicitidae","Halictini","Lasioglossum_tegulariforme","social"
"Halicitidae","Halictini","Lasioglossum_comulum","social"
"Halicitidae","Halictini","Lasioglossum_cupreicolle","social"
"Halicitidae","Halictini","Lasioglossum_paitense","social"
"Halicitidae","Halictini","Lasioglossum_dispersum","social"
"Halicitidae","Halictini","Lasioglossum_genaroi","social"
"Halicitidae","Halictini","Lasioglossum_creberrimum","social"
"Halicitidae","Halictini","Lasioglossum_disparile","social"
"Halicitidae","Halictini","Lasioglossum_halophitum","social"
"Halicitidae","Halictini","Lasioglossum_mestrei","social"
"Halicitidae","Halictini","Lasioglossum_batya","social"
"Halicitidae","Halictini","Lasioglossum_raleighense","social"
"Halicitidae","Halictini","Lasioglossum_clematisellum","social"
"Halicitidae","Halictini","Lasioglossum_vierecki","social"
"Halicitidae","Halictini","Lasioglossum_aliud","social"
"Halicitidae","Halictini","Lasioglossum_hudsoniellum","social"
"Halicitidae","Halictini","Lasioglossum_nymphale","social"
"Halicitidae","Halictini","Lasioglossum_abundipunctum","social"
"Halicitidae","Halictini","Lasioglossum_punctatoventre","social"
"Halicitidae","Halictini","Lasioglossum_dashwoodi","social"
"Halicitidae","Halictini","Lasioglossum_reasbeckae","social"
"Halicitidae","Halictini","Lasioglossum_packeri","social"
"Halicitidae","Halictini","Lasioglossum_semicaeruleum","social"
"Halicitidae","Halictini","Lasioglossum_cyaneonotum","social"
"Halicitidae","Halictini","Lasioglossum_knereri","social"
"Halicitidae","Halictini","Lasioglossum_subversans","social"
"Halicitidae","Halictini","Lasioglossum_cressonii","social"
"Halicitidae","Halictini","Lasioglossum_bruneri","social"
"Halicitidae","Halictini","Lasioglossum_reticulatum","social"
"Halicitidae","Halictini","Lasioglossum_imitatum","social"
"Halicitidae","Halictini","Lasioglossum_lionotum","parasite"
"Halicitidae","Halictini","Lasioglossum_cephalotes","parasite"
"Halicitidae","Halictini","Lasioglossum_leucocomum","social"
"Halicitidae","Halictini","Lasioglossum_succinipenne","social"
"Halicitidae","Halictini","Lasioglossum_pruinosum","social"
"Halicitidae","Halictini","Lasioglossum_zephyrum","social"
"Halicitidae","Halictini","Lasioglossum_heterognathum","social"
"Halicitidae","Halictini","Lasioglossum_coeruleum","social"
"Halicitidae","Halictini","Lasioglossum_laevissimum","social"
"Halicitidae","Halictini","Lasioglossum_nigroviride","social"
"Halicitidae","Halictini","Lasioglossum_smilacinae","social"
"Halicitidae","Halictini","Lasioglossum_gotham","social"
"Halicitidae","Halictini","Lasioglossum_cattellae","social"
"Halicitidae","Halictini","Lasioglossum_tenax","social"
"Halicitidae","Halictini","Lasioglossum_timothyi","social"
"Halicitidae","Halictini","Lasioglossum_illinoense","social"
"Halicitidae","Halictini","Lasioglossum_apopkense","social"
"Halicitidae","Halictini","Lasioglossum_albipenne","social"
"Halicitidae","Halictini","Lasioglossum_nymphaearum","social"
"Halicitidae","Halictini","Lasioglossum_oceanicum","social"
"Halicitidae","Halictini","Lasioglossum_pilosum","social"
"Halicitidae","Halictini","Lasioglossum_floridanum","social"
"Halicitidae","Halictini","Lasioglossum_aeneum","social"
"Halicitidae","Halictini","Lasioglossum_hartii","social"
"Halicitidae","Halictini","Lasioglossum_platyparium","parasite"
"Halicitidae","Halictini","Lasioglossum_michiganense","parasite"
"Halicitidae","Halictini","Lasioglossum_izawsum","parasite"
"Halicitidae","Halictini","Lasioglossum_rozeni","parasite"
"Halicitidae","Halictini","Lasioglossum_simplex","parasite"
"Halicitidae","Halictini","Lasioglossum_weemsi","social"
"Halicitidae","Halictini","Lasioglossum_hitchensi","social"
"Halicitidae","Halictini","Lasioglossum_leviense","social"
"Halicitidae","Halictini","Lasioglossum_versatum","social"
"Halicitidae","Halictini","Lasioglossum_callidum","social"
"Halicitidae","Halictini","Lasioglossum_connexum","social"
"Halicitidae","Halictini","Lasioglossum_trigeminum","social"
"Halicitidae","Halictini","Lasioglossum_abanci","social"
"Halicitidae","Halictini","Lasioglossum_obscurum","social"
"Halicitidae","Halictini","Lasioglossum_atwoodi","social"
"Halicitidae","Halictini","Lasioglossum_absimile","social"
